agent_code,month,quarter,year,cluster,agent_age,new_policy_count,agent_seniority,time_to_first_sale_months,ANBP_value_boxcox_added,net_income_boxcox_added,number_of_policy_holders_boxcox_added,number_of_cash_payment_policies_boxcox_added,pca_proposal_1,pca_proposal_2,pca_quotations_1,pca_quotations_2,pca_customers_1,pca_customers_2
329,10,3,0,0,31,13,39,41,86.30010570798964,58.36684573904912,14.103754991011586,14.749643985323054,0.30658240006800164,0.584543045436998,0.5521182643098845,0.8642637105069517,0.7968834261485298,0.43868253842702504
255,10,3,0,0,30,29,19,4,283.7316411183129,145.64122338831115,10.412561874574001,0.0,0.726914121920962,0.22721365125075427,0.24755078836159414,0.5509797298487874,0.31609511135710644,0.4986066380034202
615,10,3,0,1,43,26,36,35,338.10217245260617,228.4735625433772,10.264188813456036,30.06393849280248,0.8013737986440217,0.25390120513488057,0.8724858658008605,0.4926668555039554,0.4346791599662987,0.39136349649955054
574,10,3,0,1,21,11,11,11,351.9277983720486,246.87141820197363,8.485548822780414,11.77355954143758,0.28056693421083034,0.22362610534619565,0.29764715962994204,0.6006813822245393,0.1941421630375536,0.38095801352888686
219,10,3,0,1,45,21,33,24,406.61607620318995,273.8636064187872,0.0,0.0,0.3564144486398205,0.31837821104412256,0.36801191210859785,0.34083226402891775,0.42033374524740114,0.8398384487104558
235,10,3,0,1,34,26,25,11,410.16577304328234,285.5815773966171,11.537934335225314,8.612633670799344,0.7123802028282402,0.4089474708015175,0.7847947277248173,0.5027886261546178,0.3564728508036123,0.39419144117887706
782,10,3,0,2,55,25,37,27,460.160239646485,331.6511916338876,5.601137786683279,12.682678059380022,0.5427714562312713,0.31660201509475816,0.4318286230897783,0.5557316198802291,0.45827423661807737,0.37535864567068666
754,10,3,0,2,44,25,8,8,532.9976208862997,375.78062734566083,8.126558498997658,23.571268077871355,0.4725501098615288,0.5524405734221776,0.4433622904194598,0.8301599929867849,0.47570287198126865,0.07104039392046196
104,10,3,0,1,45,32,4,4,337.16540482460556,240.37906595308675,6.531264972643802,26.991392818770997,0.8263015221481886,0.5553976652849332,0.774123270178203,0.51916067406845,0.6106719826646256,0.3607188960881762
619,10,3,0,2,27,29,5,2,472.6939289589941,315.23514752057486,10.988159201726715,20.443751199322257,0.8408742984366617,0.34243505374730976,0.6594418838862847,0.5006515884957836,0.7186398097676782,0.6301995015013467
316,10,3,0,1,35,29,48,39,410.5419286973911,295.67147416013444,9.330707333718514,25.57519788844978,0.6918034487360909,0.34513293041446397,0.4315241566277448,0.7661668856550998,0.36360825094489585,0.35864298346841966
124,10,3,0,3,24,0,30,13,0.0,198.03825911659385,12.320874862812193,5.865252973445678,0.32415716525831284,0.509969009861713,0.45449758554643027,0.7781312881934266,0.6311465314539454,0.38924636319362715
352,10,3,0,1,44,19,34,33,326.4311136619465,195.47804311720643,6.309033268607171,25.33237357284058,0.30549465771499723,0.5251225654962483,0.4546302796802177,0.7872376818075228,0.5905204201595379,0.22423747610545258
528,10,3,0,2,59,32,55,47,567.716570138128,319.00776341960614,11.537934335225314,31.566251888290637,0.7649879268119204,0.2789117400362431,0.37536938902276723,0.42381557455512686,0.4644033706884996,0.8523610649870428
284,10,3,0,2,50,28,24,17,549.2486214855534,341.73284551745496,11.537934335225314,0.0,0.7679899157137584,0.41730031599858153,0.6535291624960632,0.421063849216598,0.35643554358544705,0.5828804595738722
30,10,3,0,0,47,37,39,30,257.2390545515108,151.03554935780957,13.060895866312443,19.948110548586932,0.9402616986638881,0.6706190677814887,0.8586064447710539,0.45182844019067664,0.5091935831343926,0.2715977387190939
403,10,3,0,1,24,15,19,19,378.1328510180971,227.7711441270535,13.060895866312443,11.929011634785653,0.3025315260089102,0.3555051975470497,0.5074707768514019,0.9298064542899116,0.5023811692773411,0.1991922435522785
589,10,3,0,2,49,28,35,13,552.2110953593152,357.31011945256154,14.867842441746095,0.0,0.7112536032794846,0.3807557828476278,0.8408431883791938,0.7025678618641176,0.6649975361094665,0.2931607367199911
873,10,3,0,2,42,23,49,38,523.5064293770173,296.4333617850066,4.531675531806239,12.082824552506834,0.47697879366504875,0.7276649092114563,0.2357126545698791,0.48698662251710234,0.3195386255037974,0.3461203671918326
651,10,3,0,2,51,34,19,23,602.6961124650537,354.3064301997774,0.0,19.027947837027707,0.7868010223555486,0.46686381667250393,0.708277962970203,0.23223363900885885,0.39709896209801976,0.5592003282670517
843,10,3,0,3,20,0,21,8,0.0,190.95690249182084,7.753578371758309,18.06767054795053,0.6473751872620958,0.8707867729859147,0.2430701314840485,0.5699699330433114,0.2211061393996928,0.589844928678426
513,10,3,0,3,43,0,5,9,0.0,256.523381134284,5.601137786683279,18.71257508982618,0.15567501821009944,0.44581524210884327,0.3974418197652754,0.6727655061337543,0.46853016462181996,0.29527787002591455
257,10,3,0,1,59,24,38,36,326.1265419851719,227.13583111298112,8.126558498997658,20.832871537234162,0.5092749342423076,0.5048453184070057,0.7397364668537001,0.6361945603219752,0.8642251419571747,0.543154256752021
122,10,3,0,1,55,13,20,11,354.6443696948634,194.19086662273477,6.080340756874181,17.84826519257417,0.24245427212412102,0.20315680854756696,0.3930941468228658,1.0,0.5635191365792335,0.20403957935090877
704,10,3,0,1,57,17,20,7,395.15048211648684,191.6558338595849,10.264188813456036,15.134429786253323,0.25209928673123894,0.6043818881938237,0.4215555377458752,0.8985607456939753,0.4312729530377729,0.35516074891614285
522,10,3,0,2,43,27,31,20,466.35598546794085,310.8929905709821,5.087706203876451,22.238969917705795,0.7172187238874098,0.6887617267591648,0.3431301798869568,0.6602668441807189,0.3564728508036123,0.39419144117887706
737,10,3,0,3,49,0,38,33,0.0,110.99188197742833,11.935229548988502,26.759978969599377,0.40984867681933,0.20789009635968697,0.4663357193381453,0.8421243955251116,0.5768209780091044,0.4568045225618123
157,10,3,0,1,57,21,47,42,422.4695549589313,278.70548261287433,10.988159201726715,14.488364158036452,0.41585265462300625,0.4846672482843638,0.5924177890246091,0.8268175635326122,0.7733256567149163,0.2659983708608936
355,10,3,0,1,48,9,54,32,313.01598426399505,196.13240268149448,10.988159201726715,11.929011634785653,0.20659480913492279,0.23907088765671758,0.23106022536408727,0.7255184851005934,0.3807139000238551,0.16227868459546768
624,10,3,0,1,54,26,47,45,332.79931795736144,167.85950955807456,7.36487319355889,0.0,0.6186578278560126,0.38012532880582484,0.5939013329416669,0.30242718471894725,0.35675852986967915,0.4749265066965995
266,10,3,0,0,37,25,22,8,225.99851295012223,118.9475612908248,0.0,29.429665353645337,0.5687869220884426,0.6775189551855604,0.6331544743351545,0.5880425443974981,0.6339067658140071,0.6413570165315804
688,10,3,0,2,47,21,41,20,449.0262964175485,322.23343202371206,5.087706203876451,21.404976577512144,0.48873703734590945,0.4098019860330921,0.35975343701825113,0.4948344825430092,0.33936720172465307,0.5905557400518291
609,10,3,0,1,44,29,21,26,435.1978364007608,253.11431979043516,0.0,23.134652732335994,0.8629486321374651,0.5702599942434816,0.4412270974406907,0.3164223413304065,0.24814473019816252,0.4213538070379745
296,10,3,0,2,51,20,19,24,473.78132432219485,334.3071830191619,0.0,18.818205584782223,0.455314297219895,0.6044298888836531,0.2446739683249704,0.44900621612805425,0.427829438891082,0.5076470197277304
248,10,3,0,1,48,8,48,48,297.38810912566896,201.68557483254347,10.264188813456036,15.635004545947014,0.18684455923860271,0.19480396335050298,0.2068138132497,0.4906168519262761,0.3595187642297407,0.7270371600345528
103,10,3,0,0,29,18,51,29,269.24988990913545,190.8648521858772,6.531264972643802,6.87183848741967,0.41176292336816367,0.2868581923812756,0.33807966827980257,0.8714795259219212,0.6345900456006364,0.23676009238203966
445,10,3,0,2,27,32,22,27,533.9490084219076,354.9371980762081,9.330707333718514,14.619494071415362,0.7164310768873315,0.6379853186914658,0.46029001401278774,0.45429236557420444,0.3465399090841018,0.36631826394637645
799,10,3,0,2,34,17,50,46,432.0682612159495,294.637434633548,12.6958208461393,10.115133762455578,0.270383984530126,0.643041844659958,0.34677530396597034,0.5161484352470553,0.6273800310230223,0.6496865868824875
635,10,3,0,2,42,33,54,50,594.1812698180696,300.04961529009006,0.0,27.449018174779074,0.8232995332463504,0.41700908932259484,0.8541257878935082,0.4708186433852007,0.3701349857358805,0.3503134131175125
465,10,3,0,1,48,19,24,12,352.04608470702266,229.04603257332747,13.060895866312443,25.33237357284058,0.46988707350836806,0.39146727734602976,0.5021545871753241,0.8236684517452961,0.49890034791248483,0.5403675327588613
32,10,3,0,0,36,21,52,32,208.41706215438603,147.31178677877932,7.753578371758309,19.338872756434967,0.34060533089986844,0.40720328633253844,0.6136543971672364,0.6515013923144746,0.8136287817250918,0.5389612108263411
496,10,3,0,0,35,15,16,13,184.1737995117273,115.58509928594249,10.264188813456036,0.0,0.3103720359699179,0.7737080294670353,0.43255784893770954,0.5382877502288954,0.38343682716575145,0.6030783563284161
606,10,3,0,1,45,20,54,48,327.3079695299841,166.81631193306262,4.234030535640389,16.597548481595215,0.4931268639536781,0.616255113809231,0.4595871753480431,0.3382705534491611,0.24810742297999727,0.6100428254329697
178,10,3,0,1,27,28,48,43,433.8139621910817,233.4572793461091,10.412561874574001,31.29791069894759,0.7879276219043041,0.49505550462639364,0.7097491056773375,0.10216352847950544,0.2819211204173532,0.7026462173543289
372,10,3,0,0,48,22,31,26,221.6622748893179,145.82063005333868,4.815670280845765,21.96404773772517,0.43211336397033606,0.3484132604335918,0.4627293836522417,0.45845685439808675,0.31580943229103964,0.4178715724856977
802,10,3,0,0,36,28,31,9,259.0112361861945,142.51270904410654,14.103754991011586,17.06141214825932,0.7632999937530635,0.20220311634939186,0.7209783065449853,0.5870271673609319,0.7627094352087765,0.6427221177779339
134,10,3,0,2,38,28,6,5,485.2987669763208,291.09359469202514,6.9583182330887245,25.087475277463408,0.7139166396326455,0.5417290789237756,0.725338670498667,0.1646103022680001,0.3058391833533639,0.5786874136481923
502,10,3,0,2,53,27,20,4,480.8258964303149,301.1958207082317,0.0,24.591234221320324,0.7636000891059898,0.21084718822244264,0.4659370573340857,0.21652942056757224,0.4674865913327933,0.9965177654477232
304,10,3,0,1,51,17,32,24,374.8303452876955,248.0791563371695,0.0,6.630740607963704,0.21668851819344143,0.7136570954844825,0.6114804157953573,0.6655496907187848,0.8338176514483446,0.48675361241406945
133,10,3,0,0,59,10,12,11,141.4513042204294,91.97675287010499,0.0,11.134221585081049,0.15612371266150027,0.5191763702903517,0.40479929667944475,0.7557488166599634,0.6072657757360999,0.3245161485047685
640,10,3,0,1,26,23,42,24,314.4550858728924,219.05107670164247,14.435832354453616,0.0,0.3786791357908266,0.4589013751180273,0.4926231288892756,0.7547334396233971,0.5799041986533982,0.6009612230224927
137,10,3,0,1,27,18,3,7,374.22388636316197,195.233525139317,0.0,6.87183848741967,0.3641063595023536,0.6718639866556506,0.45028231693645954,0.815334278616143,0.5936036408038317,0.36839417656613305
341,10,3,0,3,48,0,33,17,0.0,243.57947916184327,13.764256461690957,22.238969917705795,0.660482411453136,0.6522171936082111,0.7671641654667447,0.7626344414421549,0.7733256567149163,0.2659983708608936
742,10,3,0,2,40,29,36,21,491.026116397851,350.95853826022596,12.065022699455492,17.40236218293419,0.8120676984083929,0.7457755567087472,0.4168092027994059,0.6002002646026815,0.4073548901017622,0.47911955262227945
5,10,3,0,1,52,23,27,24,431.7661028772632,231.73315331911928,5.087706203876451,0.0,0.5002689675367933,0.08967959051999053,0.42794449792637645,0.5481715598093233,0.36665416437102427,0.6914887023240954
155,10,3,0,2,58,32,5,3,446.18707889230984,316.86838514706227,12.065022699455492,9.75674027895459,0.8049759782517123,0.40957792484332056,0.5736593389145457,0.4785122735139435,0.393692755169494,0.5229975806836439
210,10,3,0,0,20,10,13,13,245.90011084311203,173.3428578866167,10.703812220090633,0.0,0.13341033105909333,0.3052920780349385,0.2206932342795067,0.5314552672395548,0.4650866504751289,0.44776414083750204
368,10,3,0,2,20,32,33,24,592.7935709402118,385.36965608639105,6.9583182330887245,18.392554501652896,0.7807970445518724,0.19008666474782715,0.3335990114022569,0.8904697291164454,0.34005048151128237,0.1859588159022883
759,10,3,0,2,38,28,11,5,480.8372408797381,315.599488620493,4.531675531806239,25.087475277463408,0.5981199309596145,0.28508199643191123,0.2446739683249704,0.44900621612805425,0.2819211204173532,0.7026462173543289
271,10,3,0,1,34,17,10,2,404.18285241476127,269.3037434881278,0.0,19.027947837027707,0.2712104887259553,0.6625894607407967,0.42520037202354016,0.4553044397026863,0.6407191796710585,0.7137625116983958
85,10,3,0,1,37,22,36,41,352.0188851104199,253.47354627864416,11.537934335225314,0.0,0.5281986799427982,0.5295646266323815,0.6053959220768896,0.805503610828566,0.5430445877899137,0.17551211224545782
780,10,3,0,0,52,25,29,10,255.2650535331961,130.10866543158517,16.489632095705797,8.410296620427644,0.5268108422368676,0.46150007481858085,0.6444224635959125,0.5451202332182361,0.7490473002765083,0.6866001458392983
631,10,3,0,1,23,22,19,12,430.1434622790167,223.4761927773597,6.080340756874181,17.5147489310669,0.652302948943451,0.25659908180203483,0.6026908743685121,0.48398843771886596,0.5396010736432226,0.3279983830570454
371,10,3,0,0,25,19,52,55,229.92975197650426,135.59043977809185,6.080340756874181,16.12237460370646,0.3663207014041135,0.75947615455029,0.23731649141080102,0.36602290560184514,0.5053897754853044,0.7207269808029494
561,10,3,0,2,50,16,31,30,452.60962723779335,289.84161292054324,6.080340756874181,14.619494071415362,0.31563875019995047,0.13693561816934607,0.23527520417270936,0.38917759762025145,0.19037566260663064,0.6413982372177471
698,10,3,0,0,51,21,7,9,195.4181005411412,91.5328932907994,13.416826982322895,26.759978969599377,0.27289842178481216,0.739298084427648,0.4715192148804356,0.9391560044556309,0.7497305800631376,0.28200322168975755
764,10,3,0,2,38,24,26,20,456.9961220638678,328.3859141470878,9.80721450680678,28.782952173554715,0.6753552830945352,0.4478986539436386,0.5190823107686521,0.44780082433271573,0.39742194838225176,0.45124637538977885
70,10,3,0,2,50,37,22,10,522.3707396319193,372.3646295176081,9.167085204327785,15.880273992002437,0.9391739563108839,0.6111985878407389,0.9392054942005027,0.3769361462419975,0.5054270827034696,0.5320379624079542
241,10,3,0,0,36,30,32,14,252.84058893025966,120.80787007914773,0.0,28.34451916467305,0.6186578278560126,0.38012532880582484,0.5278718521954973,0.6293620773326345,0.495171154699727,0.6121187380527263
871,10,3,0,2,28,29,1,1,486.54485903830727,337.16384835399055,0.0,0.0,0.769865305066841,0.5274972040070303,0.1262147638202511,0.5655091458749553,0.4613574572623711,0.5195153461313671
498,10,3,0,2,34,27,36,38,528.7518827214869,355.0141324374867,12.065022699455492,16.71454251252499,0.7830502436493835,0.24647004065560646,0.3828986382651828,0.28725722569236917,0.37999331301906053,0.7555646271400036
151,10,3,0,0,56,38,24,5,183.03524047042058,99.41931091205716,12.571974268506512,10.803140994899303,0.8857397281313744,0.7216867025251744,0.9015171114534783,0.19900512265125242,0.42754375982501513,0.42691195421000794
288,10,3,0,1,45,32,34,39,393.54146298222076,259.30832186773904,10.264188813456036,9.75674027895459,0.6435855513601795,0.6816217889558773,0.43383083213341134,0.7612249808648859,0.4312729530377729,0.35516074891614285
524,10,3,0,3,40,0,34,33,0.0,242.06075341594698,10.264188813456036,23.310160492854305,0.5977809784109371,0.3076667165457206,0.5308813663659084,0.7404419846674639,0.41420461117697893,0.36283602939409965
538,10,3,0,2,60,27,4,1,439.28319623113873,285.0323022282579,9.167085204327785,26.759978969599377,0.7874012130614011,0.4841519604186055,0.8318818746241026,0.7405482682531657,0.5600756224325425,0.35652585016249627
441,10,3,0,1,46,28,49,54,327.0131310647162,196.18162705105942,7.36487319355889,13.540972914986648,0.5512510140938826,0.7208641987739852,0.7193744697040634,0.7079908842761892,0.7664759356396996,0.38228189408907354
175,10,3,0,0,59,23,3,8,197.39106075750988,92.38014471653072,8.485548822780414,22.51095075020686,0.3619308747963448,0.5530230267741512,0.4442632885956372,0.5931744639464843,0.4582369293999121,0.5640476640656819
277,10,3,0,1,57,31,35,27,417.8206242100143,258.8693314743688,9.80721450680678,31.027492835007948,0.674567636094457,0.3971222458759396,0.7004833254602125,0.35057920064342424,0.35299202943875607,0.7353667303854599
479,10,3,0,3,27,0,55,37,0.0,242.66237132320484,6.747544753456044,11.77355954143758,0.3712369368547853,0.976832826534217,0.5116857556600239,0.5934655668095697,0.6034992753051768,0.5849563721936288
363,10,3,0,0,27,22,5,10,304.4139945952896,145.6617766401417,5.601137786683279,0.0,0.5802450704163771,0.3510119601341454,0.5341017310590244,0.4033321796102633,0.2043607838231309,0.48956625627910993
275,10,3,0,2,41,33,30,14,583.7912782504798,403.8460453508936,0.0,21.96404773772517,0.8027616363499523,0.32196575694868124,0.6421157880902458,0.55006213800845,0.7456410933479825,0.6503973982558906
639,10,3,0,1,58,28,16,18,412.69635180377185,282.10725657748213,5.844601982695124,9.006632266226475,0.7369689737837297,0.7330286510653794,0.6842584405316292,0.842468640181048,0.4989376551306501,0.351678514363866
201,10,3,0,1,59,33,39,34,366.6935653567553,182.87359043807294,0.0,32.09689403585435,0.8841255769354667,0.6513626783766365,0.2901569885819852,0.5085916780842339,0.4985773616282528,0.648321485636134
763,10,3,0,1,51,26,37,15,414.5412606241999,238.8337939034824,0.0,12.973993869523692,0.605172793920544,0.6525084202841979,0.5972029123641882,0.5973920945632174,0.5529029150730936,0.5807633262679489
229,10,3,0,0,21,27,28,8,294.3935764260459,190.92874576938308,6.9583182330887245,24.591234221320324,0.7098657655735541,0.31269123103382734,0.690780094845918,0.5011858479104921,0.6305005588854813,0.6051542689481727
322,10,3,0,2,41,25,15,11,460.8801514665804,247.05441580722038,12.320874862812193,21.31055573478935,0.5868103817301547,0.6763060477917838,0.5972029123641882,0.5973920945632174,0.5799041986533982,0.6009612230224927
565,10,3,0,2,60,33,24,19,510.03804386771395,342.18834892701824,11.127889673618013,24.840447991886453,0.8062511768989424,0.5024866691056677,0.8674350643923577,0.40474164018753234,0.4749822849764741,0.6643263364649978
391,10,3,0,3,20,0,24,24,0.0,212.4708711141117,10.264188813456036,28.782952173554715,0.46519715154767316,0.1763700776968401,0.5040628904782797,0.4922694690551682,0.390249241022803,0.6754838514952315
760,10,3,0,2,26,22,7,1,505.2990310335679,303.9844064411439,0.0,11.77355954143758,0.39452711072652985,0.33884750784275114,0.28336965619877297,0.5325237860689719,0.35675852986967915,0.4749265066965995
686,10,3,0,2,56,25,6,4,484.50408104032323,266.81612220620275,13.060895866312443,18.818205584782223,0.5277111282956463,0.4874322904377332,0.49563264305968674,0.8658133469582265,0.48186931326985605,0.35935379484182284
397,10,3,0,2,50,22,53,38,509.22557824791886,368.27876703321306,10.988159201726715,21.96404773772517,0.3276078486115518,0.7217187140055598,0.49058184165118396,0.7778881316418036,0.7460013868503798,0.3537544269836226
273,10,3,0,0,58,31,8,13,130.5318788255259,74.88378598808885,13.533551892187603,33.071210583076756,0.6723921513884483,0.27828128599444,0.5646980251594542,0.5164926799029916,0.495171154699727,0.6121187380527263
720,10,3,0,3,31,0,47,45,0.0,340.1474157770428,10.703812220090633,23.915508318276775,0.5966932360579327,0.24824623660497083,0.6785048004583817,0.6385216127395816,0.7224063101986011,0.36975927781248646
390,10,3,0,2,42,30,39,40,575.7348357852537,323.7892145708567,10.264188813456036,28.34451916467305,0.5693133309313456,0.6884224993933485,0.5243985004447298,0.5539388268773312,0.3800306202372257,0.5668756087450084
191,10,3,0,2,48,26,23,11,487.8463348021697,355.84990853922926,11.127889673618013,8.612633670799344,0.5857226393771502,0.6168855678510341,0.49479711026115475,0.740685141219087,0.5296681319237122,0.30012520582454477
680,10,3,0,0,29,20,33,32,261.66435112007366,154.44792360116617,0.0,18.818205584782223,0.5457734451331093,0.4549905910570965,0.3636642391661883,0.6680667578951635,0.529307838421315,0.5967681770968127
888,10,3,0,1,39,21,7,6,409.03800131750836,276.9803682804785,0.0,23.310160492854305,0.3581412388944285,0.36385804274411365,0.34894928533784947,0.5021001368427452,0.5730544775781814,0.7172447462506726
353,10,3,0,2,56,22,31,23,495.3167401461498,248.01683873942417,9.80721450680678,11.77355954143758,0.34848469805662724,0.7941773262656641,0.4659370573340857,0.21652942056757224,0.5218121447776342,0.9289596060795382
379,10,3,0,3,32,0,48,33,0.0,337.16832143983896,10.264188813456036,27.449018174779074,0.4597429810234149,0.7796542246729319,0.6057003885389233,0.5950683450536954,0.41079840424845315,0.32663328181069196
187,10,3,0,2,44,29,39,41,513.1580159173833,280.7372540614316,13.533551892187603,9.198659270531207,0.7460641811114297,0.25419243181086737,0.654961227008739,0.5196417916903077,0.495171154699727,0.6121187380527263
31,10,3,0,3,43,0,20,6,0.0,209.95170422638506,13.060895866312443,8.20412815558002,0.38359537124149845,0.6762580471019543,0.3664080752676758,0.461795980944175,0.4647636641908969,0.5557180937147748
119,10,3,0,1,55,13,29,12,332.91577888973666,206.81990275789752,9.80721450680678,19.23571356432909,0.11977669802515006,0.512958113204854,0.3922583242229851,0.5757338972032351,0.35302933665692127,0.5466777119904646
206,10,3,0,0,53,34,10,13,248.6455342061231,145.6163366365969,7.753578371758309,15.134429786253323,0.7684774673609105,0.4594326521932297,0.3831643163341063,0.6046079099781869,0.3598417505139728,0.61908320715728
419,10,3,0,1,24,17,25,21,340.93648129522074,207.18619457474102,6.747544753456044,12.8290188923847,0.28574440781867727,0.48085564119003354,0.5521182643098845,0.8642637105069517,0.6889155990454773,0.16920193301385456
671,10,3,0,3,39,0,54,32,0.0,194.7668522119691,0.0,17.06141214825932,0.47776644066512686,0.7784413172791553,0.6494732650044153,0.6330454485346592,0.755897021351725,0.5703166226111185
350,10,3,0,2,49,19,34,31,440.4031835820854,304.78457555948734,15.698441675161087,18.284811346523643,0.34957244040963165,0.8535978062064138,0.7111423817969031,0.7285274210139037,0.6813825981836312,0.6900823803915751
694,10,3,0,2,49,23,52,40,466.89441538573624,329.296944159529,6.9583182330887245,12.082824552506834,0.602470900371632,0.5227639161949102,0.21173192052441536,0.5694356736286029,0.30928269750005494,0.42620114283660476
508,10,3,0,0,54,22,35,38,238.9532729100711,129.85217690307624,10.988159201726715,14.87883590832771,0.42103012823085306,0.7418967841282017,0.29764715962994204,0.6006813822245393,0.3089597112158229,0.5341550957138775
660,10,3,0,1,20,30,51,36,408.1894009011769,286.1044151844809,3.9206053401876835,0.0,0.6963807316380854,0.5850743225122005,0.725338670498667,0.1646103022680001,0.2211061393996928,0.589844928678426
346,10,3,0,1,60,17,43,27,366.7548299898389,221.45040292036572,0.0,12.8290188923847,0.24245427212412102,0.20315680854756696,0.26099275899423113,0.4940091202652152,0.6137178960907541,0.6935646149438519
180,10,3,0,0,51,18,12,14,164.22898378082954,104.46426804865354,5.601137786683279,24.591234221320324,0.23891434814869644,0.8854090515452475,0.25504095940955096,0.6430694339890928,0.45486802968955165,0.339155898087279
112,10,3,0,1,28,14,50,33,328.4126805824856,204.6795260997509,11.266062821305876,11.457516768356953,0.24737050757479284,0.420513480531494,0.7397364668537001,0.6361945603219752,0.7456410933479825,0.6503973982558906
11,10,3,0,1,40,14,42,35,325.76581706228177,190.76241000745793,8.831988161101583,20.04808852338367,0.1942363747482096,0.5396456670889803,0.5139927209670392,0.8876615590769812,0.5399240599274548,0.22004443017977265
499,10,3,0,1,28,23,23,11,364.5763027426627,239.97492668888927,12.320874862812193,24.50766676389533,0.3487847934095535,0.8028213981387149,0.5850603121104396,0.743834253006403,0.6277403245254196,0.35304361561021946
98,10,3,0,1,28,29,32,32,329.87321761789866,219.14478617984304,7.36487319355889,29.924026935671577,0.6276249373657758,0.8265198486797002,0.38808213380747303,0.3842888346228883,0.33628398108035934,0.4463990395911486
42,10,3,0,1,34,24,45,41,297.22203296153566,210.00613349949495,13.533551892187603,26.991392818770997,0.7438109820139186,0.19780905590308812,0.34791530322653597,0.43084137521132415,0.49861466884641803,0.45963246724113876
300,10,3,0,2,57,31,47,40,504.9252364531618,312.0021504949144,13.991437412907983,0.0,0.5734030621861882,0.8862315552964366,0.6047318718052552,0.16169584864283426,0.4777425193365358,0.9164369898029511
564,10,3,0,1,29,22,45,37,428.0715544717437,223.78252935156297,11.935229548988502,14.87883590832771,0.3597165328945849,0.46541085887951167,0.5880698262808508,0.8549141603412325,0.5631961502950015,0.31199353222818155
815,10,3,0,3,28,0,25,24,0.0,142.38246572302356,12.571974268506512,23.743936725268746,0.43939254042124243,0.7180991566206159,0.488579632607551,0.5723947706571467,0.4206940387497984,0.5431954774381877
838,10,3,0,1,21,18,33,37,366.8904898961294,194.3869572461621,13.060895866312443,0.0,0.4868227907970757,0.33083389001150343,0.4830916706032271,0.6857984275014981,0.47501959219463935,0.47563731807000265
584,10,3,0,0,51,19,36,20,265.90538054975354,172.0714433754129,11.127889673618013,18.284811346523643,0.47619114666497053,0.6768885011437573,0.5424541118900486,0.7862223047709566,0.5091562759162274,0.46028675711408906
620,10,3,0,1,52,17,18,23,369.29181593658836,231.96445150712466,12.065022699455492,23.829858325642217,0.37398921383013173,0.2438041754688376,0.4215555377458752,0.8985607456939753,0.44152888104151544,0.2750799732713707
315,10,3,0,3,43,0,33,22,0.0,319.32938189694164,11.537934335225314,30.68647408422459,0.6249230438168639,0.6967753445904125,0.5306159780983335,0.7222291974392715,0.5224954245642636,0.5243626819299974
664,10,3,0,0,26,22,29,9,108.85804689343144,73.96952233435785,16.489632095705797,25.735954658349513,0.6013831580186276,0.4633434362541605,0.6920794652248062,0.5906573967701056,0.7661529493554675,0.4902358469663463
65,10,3,0,3,45,0,34,14,0.0,217.20897038274714,9.330707333718514,22.51095075020686,0.49672904356136866,0.771931833517671,0.40440092447673376,0.4292917387600494,0.3089224039976577,0.7228441141088727
375,10,3,0,2,36,21,34,16,460.1342329368574,323.1471053652584,7.163978247381132,25.087475277463408,0.5421712655254188,0.2993138713486566,0.5828863307385604,0.7578825514107133,0.7121503821948587,0.44984005345725864
405,10,3,0,0,43,8,5,3,134.64587688457516,69.98764657783086,5.349152907801327,13.540972914986648,0.13149608451025963,0.22632398201334986,0.44944678413792744,0.6902060728770035,0.4244232319625562,0.4714442721443227
865,10,3,0,0,56,24,34,12,190.08745532974189,120.48777164280344,10.412561874574001,15.635004545947014,0.6263108815227945,0.7648398964042131,0.5996422820036423,0.6015565833870997,0.6373129727425327,0.6775597641149881
536,10,3,0,1,52,22,26,16,390.49047005348103,243.72432926442667,10.412561874574001,7.7793514822650875,0.5266233859426419,0.42801181049698345,0.5577389204479959,0.7599664472766965,0.6715242709004512,0.284831166369084
189,10,3,0,1,30,25,55,60,358.6867611212368,177.1892754157494,6.531264972643802,16.001712609522674,0.4821951244686467,0.9536656530684341,0.18327052960140605,0.6708749279346276,0.1671408794572492,0.36076011677434305
647,10,3,0,0,27,6,36,20,285.53532585936256,197.69221016331565,0.0,8.20412815558002,0.07780061817357509,0.2969392328378745,0.34978481813638157,0.6272283425818848,0.376947399592932,0.42271890828432795
83,10,3,0,3,32,0,54,39,0.0,130.23007164664023,12.320874862812193,0.0,0.5216333686290207,0.20427053897474295,0.5643935586974206,0.7269279456778623,0.5628358567926042,0.6086365035004495
852,10,3,0,1,28,18,39,27,389.5932290539373,200.44148264097404,0.0,0.0,0.4860351437969976,0.2800574819438045,0.4823888319384825,0.5697766153764549,0.6782993775393376,0.5459256799308947
276,10,3,0,1,45,17,14,3,418.7312061722105,277.24833227115255,10.412561874574001,10.115133762455578,0.19457532729688698,0.5170609469751709,0.48974630885265186,0.652759925902664,0.68855530554308,0.4658449042861225
872,10,3,0,2,29,32,35,35,438.1130100684331,274.6202115651583,4.815670280845765,0.0,0.7311913094700304,0.45851097147543995,0.5462052531183144,0.4855380741701408,0.31921563921956536,0.4540743200691054
